Age,City,County,State,Sex,Race / Ethnicity
1.0,Carson City,Los Angeles,California,Male,White / Caucasian
46.0,Pompano Beach,Broward,Florida,Male,White / Caucasian
45.0,Brooklyn,Brookings,New York,Female,White / Caucasian
40.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
0.0,Indianapolis,Marion,Indiana,Male,Other
18.0,Queens,Queens,New York,Female,Asian
35.0,Little Rock,Pulaski,Arkansas,Male,White / Caucasian
54.0,Tucson,Yakima,Arizona,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
30.0,Key West,Monroe,Florida,Male,White / Caucasian
0.0,Atlanta,Fulton,Georgia,Female,Uncertain
30.0,Philadelphia,Philadelphia,Pennsylvania,Female,White / Caucasian
30.0,Houston,Harris,Texas,Female,Black / African American
50.0,York,York,New York,Male,Uncertain
45.0,Jacksonville,Duval,Florida,Male,Black / African American
30.0,Arcadia,Los Angeles,California,Male,Black / African American
21.0,Miami,Miami-Dade,Florida,Male,Black / African American
55.0,Chicago,McCook,Illinois,Male,White / Caucasian
27.0,Lake Placid,Highlands,Florida,Male,Hispanic / Latino
20.0,Palmdale,Glades,Florida,Female,"White / Caucasian, Hispanic / Latino, American Indian / Alaska Native"
35.0,Brooklyn,Brookings,New York,Male,White / Caucasian
40.0,Magnolia,Columbia,Arkansas,Male,White / Caucasian
18.0,Paterson,Passaic,New Jersey,Female,Black / African American
25.0,Camden,Camden,New Jersey,Male,White / Caucasian
55.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
0.0,Tyler,Smith,Texas,Male,Uncertain
45.0,Ocean City,Worcester,Maryland,Male,White / Caucasian
20.0,York,York,New York,Male,Uncertain
40.0,Chicago,McCook,Illinois,Male,White / Caucasian
0.0,Wichita Falls,Wichita,Texas,Male,Uncertain
60.0,Sacramento,Sacramento,California,Male,White / Caucasian
22.0,Jacksonville,Duval,Florida,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,American Indian / Alaska Native
30.0,Orlando,Orange,Florida,Female,Black / African American
50.0,York,York,New York,Male,Black / African American
18.0,Los Angeles,Los Angeles,California,Female,Uncertain
70.0,York,York,New York,Female,White / Caucasian
0.0,Brooklyn,Brookings,New York,Male,Uncertain
18.0,Memphis,Shelby,Tennessee,Male,Black / African American
20.0,Houston,Harris,Texas,Female,"White / Caucasian, Hispanic / Latino"
25.0,Midland,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,York,York,New York,Female,Black / African American
36.0,Miami Beach,Miami-Dade,Florida,Female,Black / African American
25.0,Chicago,McCook,Illinois,Male,White / Caucasian
20.0,Astoria,Clatsop,Oregon,Female,"White / Caucasian, Black / African American, Hispanic / Latino, Other"
26.0,Arkansas City,Wyandotte,Arkansas,Female,Uncertain
35.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Queens,Queens,New York,Male,Uncertain
0.0,Chandler,Maricopa,Arizona,Female,Uncertain
20.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
20.0,Queens,Queens,New York,Male,Black / African American
18.0,Detroit,Wayne,Michigan,Male,Black / African American
25.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
0.0,York,York,New York,Female,Black / African American
55.0,Los Angeles,Los Angeles,California,Female,Hispanic / Latino
25.0,Detroit,Wayne,Michigan,Male,Black / African American
28.0,New Orleans,Orleans,Louisiana,Female,Black / African American
20.0,Memphis,Shelby,Tennessee,Male,"White / Caucasian, Hispanic / Latino"
30.0,Houston,Harris,Texas,Female,White / Caucasian
35.0,Key West,Monroe,Florida,Female,White / Caucasian
1.0,Glendale,Los Angeles,California,Male,Uncertain
15.0,Detroit,Wayne,Michigan,Male,Black / African American
25.0,Houston,Harris,Texas,Male,Uncertain
30.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Rutland,San Bernardino,California,Male,Uncertain
26.0,Chicago,McCook,Illinois,Female,Black / African American
25.0,Elwood,Cape May,New Jersey,Female,American Indian / Alaska Native
25.0,Brooklyn,Brookings,New York,Male,Uncertain
35.0,Pontiac,Oakland,Michigan,Female,White / Caucasian
0.0,York,York,New York,Male,Uncertain
35.0,Cicero,McCook,Illinois,Female,Black / African American
25.0,Baltimore,Baltimore,Maryland,Female,Black / African American
55.0,Chicago,McCook,Illinois,Male,Black / African American
30.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
25.0,San Diego,San Diego,California,Male,White / Caucasian
30.0,Greeley,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Santa Monica,Los Angeles,California,Female,White / Caucasian
20.0,Barbourville,Humboldt,California,Male,Uncertain
50.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
70.0,Lakeland,Norfolk,Florida,Female,Uncertain
35.0,Brooklyn,Brookings,New York,Male,Black / African American
20.0,Chandler,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
25.0,Atlanta,Fulton,Georgia,Female,Black / African American
38.0,Wilmington,Harnett,North Carolina,Male,White / Caucasian
20.0,Lakeland,Norfolk,Florida,Female,Black / African American
50.0,Fresno,Washoe,Nevada,Male,White / Caucasian
67.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
25.0,Palatka,Putnam,Florida,Female,Black / African American
15.0,Oceanside,San Diego,California,Female,Hispanic / Latino
0.0,Chicago,McCook,Illinois,Female,Uncertain
30.0,Walsenburg,Huerfano,Colorado,Female,Uncertain
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Houston,Harris,Texas,Male,Uncertain
60.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
35.0,York,York,New York,Male,Uncertain
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
15.0,Fullerton,Orange,California,Female,Uncertain
70.0,Memphis,Shelby,Tennessee,Male,White / Caucasian
46.0,West Palm Beach,Palm Beach,Florida,Male,White / Caucasian
0.0,Richmond,Contra Costa,California,Female,White / Caucasian
40.0,Chicago,McCook,Illinois,Male,Black / African American
25.0,Fairmont,Prince George's,Maryland,Male,Black / African American
20.0,Winter Haven,Imperial,California,Male,Uncertain
22.0,Lakewood,Pierce,Washington,Male,Uncertain
40.0,Houston,Harris,Texas,Male,Hispanic / Latino
30.0,Philadelphia,Philadelphia,Pennsylvania,Male,Asian
18.0,Elkins,Allegheny,Pennsylvania,Female,Black / African American
60.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
40.0,Chicago,McCook,Illinois,Male,Black / African American
25.0,Dalton,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
25.0,Corpus Christi,Nueces,Texas,Male,White / Caucasian
30.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
18.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
18.0,San Diego,San Diego,California,Female,Black / African American
20.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
50.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
25.0,Lewiston,Niagara,New York,Male,White / Caucasian
25.0,York,York,New York,Male,"Other, Uncertain"
60.0,Los Angeles,Los Angeles,California,Male,"Hispanic / Latino, Asian"
30.0,Queens,Queens,New York,Male,"Black / African American, Hispanic / Latino, Uncertain"
35.0,Tucson,Yakima,Arizona,Male,White / Caucasian
40.0,Casa Grande,Pinal,Arizona,Male,"White / Caucasian, Hispanic / Latino"
60.0,Chicago,McCook,Illinois,Male,White / Caucasian
55.0,Baltimore,Baltimore,Maryland,Male,Black / African American
65.0,York,York,New York,Male,White / Caucasian
30.0,Detroit,Wayne,Michigan,Male,Black / African American
25.0,Cincinnati,Benton,Kentucky,Male,White / Caucasian
25.0,York,York,New York,Female,White / Caucasian
28.0,Belmont,Los Angeles,California,Male,White / Caucasian
35.0,Atlanta,Fulton,Georgia,Male,White / Caucasian
40.0,Bronx,Bronx,New York,Male,White / Caucasian
45.0,Newark,Essex,New Jersey,Female,White / Caucasian
20.0,Carlsbad,San Diego,California,Female,Hispanic / Latino
55.0,York,York,New York,Male,Hispanic / Latino
45.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Fort Payne,Allen,Indiana,Male,Hispanic / Latino
30.0,Lakeland,Norfolk,Florida,Male,White / Caucasian
65.0,Queens,Queens,New York,Male,White / Caucasian
40.0,Astoria,Clatsop,Oregon,Male,White / Caucasian
0.0,Brooklyn,Brookings,New York,Female,Uncertain
50.0,Chicago,McCook,Illinois,Male,White / Caucasian
46.0,Miami Beach,Miami-Dade,Florida,Male,White / Caucasian
20.0,Houston,Harris,Texas,Male,White / Caucasian
20.0,Pasadena,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
18.0,East Point,Fulton,Georgia,Unsure,Uncertain
30.0,Chicago,McCook,Illinois,Male,Black / African American
60.0,Baltimore,Baltimore,Maryland,Male,Black / African American
21.0,Petersburg,Pinellas,Florida,Male,Black / African American
35.0,Portland,Multnomah,Oregon,Male,White / Caucasian
25.0,Chicago,McCook,Illinois,Male,White / Caucasian
18.0,San Francisco,San Francisco,California,Male,Uncertain
25.0,San Bernardino,San Bernardino,California,Male,White / Caucasian
30.0,Chattanooga,Hamilton,Tennessee,Female,"White / Caucasian, Black / African American"
25.0,Alpine,San Diego,California,Male,Hispanic / Latino
35.0,Queens,Queens,New York,Female,"White / Caucasian, Hispanic / Latino"
10.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
40.0,York,York,New York,Male,Black / African American
30.0,Staten Island,Richmond,New York,Female,White / Caucasian
12.0,Plymouth,Plymouth,Massachusetts,Male,Uncertain
30.0,Detroit,Wayne,Michigan,Male,White / Caucasian
20.0,Park Forest,McCook,Illinois,Male,White / Caucasian
45.0,Detroit,Wayne,Michigan,Male,Uncertain
50.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
30.0,Chicago,McCook,Illinois,Male,White / Caucasian
20.0,Birmingham,Jefferson,Alabama,Male,Uncertain
45.0,Denver,Denver,Colorado,Male,White / Caucasian
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Miami,Miami-Dade,Florida,Female,Black / African American
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
60.0,Auburn,Norfolk,Florida,Male,Black / African American
45.0,Houston,Harris,Texas,Male,White / Caucasian
35.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
30.0,Queens,Queens,New York,Male,White / Caucasian
20.0,Chicago,McCook,Illinois,Male,Hispanic / Latino
37.0,Cleveland,Cuyahoga,Ohio,Male,Black / African American
50.0,Dallas,Dallas,Texas,Male,White / Caucasian
20.0,Carlsbad,San Diego,California,Male,Hispanic / Latino
20.0,Danville,Charleston,South Carolina,Male,Black / African American
55.0,York,York,New York,Male,"Black / African American, Hispanic / Latino"
50.0,York,York,New York,Male,Black / African American
17.0,Downey,Los Angeles,California,Male,White / Caucasian
30.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
25.0,Lawrence,Gwinnett,Georgia,Male,Black / African American
40.0,Little Rock,Pulaski,Arkansas,Male,White / Caucasian
25.0,Middletown,Monmouth,New Jersey,Male,White / Caucasian
30.0,Baltimore,Baltimore,Maryland,Male,Black / African American
45.0,York,York,New York,Male,Asian
25.0,Little Rock,Pulaski,Arkansas,Female,Asian
25.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
15.0,Springville,San Diego,California,Male,"White / Caucasian, Asian"
19.0,Dallas,Dallas,Texas,Male,Hispanic / Latino
0.0,York,York,New York,Female,White / Caucasian
25.0,Detroit,Wayne,Michigan,Female,Black / African American
30.0,Baltimore,Baltimore,Maryland,Female,Black / African American
25.0,Orlando,Orange,Florida,Male,White / Caucasian
18.0,Cape May,Cape May,New Jersey,Male,Uncertain
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
0.0,Brooklyn,Brookings,New York,Female,White / Caucasian
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
28.0,Milwaukee,Milwaukee,Wisconsin,Male,Asian
30.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
50.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
35.0,Irvington,Westchester,New York,Male,Black / African American
0.0,Paterson,Passaic,New Jersey,Male,White / Caucasian
40.0,Sierra Vista,Cochise,Arizona,Male,White / Caucasian
33.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
0.0,Oklahoma City,Oklahoma,Oklahoma,Male,Uncertain
23.0,York,York,New York,Female,White / Caucasian
25.0,Stamford,Stafford,Virginia,Female,White / Caucasian
25.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
25.0,Chicago,McCook,Illinois,Female,Black / African American
20.0,Washington,District of Columbia,District of Columbia,Male,Black / African American
40.0,York,York,New York,Male,White / Caucasian
45.0,Columbia,Richland,South Carolina,Male,Black / African American
55.0,Salina,Los Angeles,California,Male,Hispanic / Latino
0.0,Los Angeles,Los Angeles,California,Female,Uncertain
0.0,Winona,Smith,Texas,Male,Black / African American
26.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,San Diego,San Diego,California,Male,Hispanic / Latino
49.0,Dallas,Dallas,Texas,Male,White / Caucasian
25.0,Brooklyn,Brookings,New York,Female,Black / African American
30.0,Newark,Essex,New Jersey,Male,White / Caucasian
45.0,Bronx,Bronx,New York,Male,White / Caucasian
45.0,Queens,Queens,New York,Male,Asian
25.0,Chicago,McCook,Illinois,Male,Black / African American
35.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
35.0,Brooklyn,Brookings,New York,Male,"White / Caucasian, Hispanic / Latino, Uncertain"
20.0,Fresno,Fresno,California,Male,"White / Caucasian, Hispanic / Latino"
17.0,Tucson,Yakima,Arizona,Male,Uncertain
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
19.0,Philadelphia,Philadelphia,Pennsylvania,Male,Uncertain
30.0,Cleveland,Cuyahoga,Ohio,Female,Black / African American
20.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
50.0,Modesto,Stanislaus,California,Male,White / Caucasian
28.0,Martinsville,Morgan,Indiana,Male,White / Caucasian
50.0,Augusta,Richmond,Georgia,Male,Black / African American
0.0,Brooklyn,Brookings,New York,Male,Uncertain
25.0,Hialeah,Miami-Dade,Florida,Male,White / Caucasian
16.0,Lima,Los Angeles,California,Male,Hispanic / Latino
50.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
45.0,Bronx,Bronx,New York,Male,Black / African American
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Queens,Queens,New York,Male,"White / Caucasian, Hispanic / Latino"
25.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Jacksonville,Duval,Florida,Male,White / Caucasian
25.0,New Orleans,Orleans,Louisiana,Female,Black / African American
45.0,Santa Ana,Orange,California,Female,White / Caucasian
20.0,Brooklyn,Brookings,New York,Male,Uncertain
43.0,El Cerrito,Contra Costa,California,Male,Asian
35.0,Detroit,Wayne,Michigan,Male,Black / African American
20.0,Dalton,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Grand Island,Bertie,New York,Male,Black / African American
29.0,Newark,Essex,New Jersey,Male,Hispanic / Latino
35.0,Tampa,Hillsborough,Florida,Male,"White / Caucasian, Hispanic / Latino"
60.0,Pittsburgh,Allegheny,Pennsylvania,Male,Black / African American
25.0,Brooklyn,Brookings,New York,Male,White / Caucasian
35.0,Bronx,Bronx,New York,Male,Asian
30.0,Queens,Queens,New York,Male,White / Caucasian
54.0,Kingman,Mohave,Arizona,Male,White / Caucasian
18.0,Houston,Harris,Texas,Female,Uncertain
37.0,Cleveland,Cuyahoga,Ohio,Male,Uncertain
0.0,Portland,Multnomah,Oregon,Unsure,Uncertain
55.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Staten Island,Richmond,New York,Male,Uncertain
20.0,Staten Island,Richmond,New York,Male,Uncertain
30.0,Queens,Yakima,Arizona,Male,Hispanic / Latino
30.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
25.0,York,York,New York,Male,Uncertain
30.0,Arkansas City,Clay,Missouri,Male,White / Caucasian
50.0,Palm Springs,Riverside,California,Male,White / Caucasian
0.0,Las Vegas,Clark,Nevada,Female,Black / African American
40.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
23.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Brooklyn,Brookings,New York,Male,Black / African American
25.0,Brooklyn,Brookings,New York,Male,Uncertain
20.0,Indianapolis,Marion,Indiana,Male,Hispanic / Latino
40.0,York,York,New York,Male,Black / African American
25.0,Berlin,Pittsylvania,Virginia,Female,Black / African American
20.0,Brooklyn,Brookings,New York,Male,Black / African American
25.0,Brooklyn,Brookings,New York,Female,Black / African American
0.0,Longview,Gregg,Texas,Female,White / Caucasian
25.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
15.0,Houston,Harris,Texas,Male,Uncertain
20.0,Monroe,Montgomery,Texas,Female,Asian
35.0,Lima,Los Angeles,California,Male,White / Caucasian
35.0,Long Beach,Los Angeles,California,Male,"Hispanic / Latino, Asian, American Indian / Alaska Native"
16.0,Riverside,Riverside,California,Male,"White / Caucasian, Hispanic / Latino"
33.0,Petaluma,Montezuma,Arizona,Male,Hispanic / Latino
18.0,San Francisco,San Francisco,California,Male,Uncertain
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Hagerstown,Washington,Maryland,Male,Uncertain
40.0,Darlington,Harford,Maryland,Female,White / Caucasian
20.0,Austin,Travis,Texas,Male,White / Caucasian
30.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
20.0,Youngstown,Niagara,New York,Male,White / Caucasian
0.0,Evansville,Vanderburgh,Indiana,Male,White / Caucasian
15.0,Greenwood,Suffolk,New York,Male,White / Caucasian
0.0,Houston,Harris,Texas,Female,White / Caucasian
28.0,Houston,Harris,Texas,Female,"White / Caucasian, Hispanic / Latino"
50.0,Marion,Union,Louisiana,Male,Black / African American
25.0,York,York,New York,Unsure,Hispanic / Latino
27.0,Santa Rosa,Yakima,Arizona,Male,Uncertain
42.0,Houston,Harris,Texas,Male,Uncertain
45.0,Chicago,McCook,Illinois,Male,White / Caucasian
20.0,Barrington,Bristol,Rhode Island,Female,White / Caucasian
25.0,Wilkes-Barre,Orleans,New York,Male,White / Caucasian
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Brooklyn,Brookings,New York,Male,Uncertain
45.0,Brooklyn,Brookings,New York,Male,White / Caucasian
25.0,York,York,New York,Male,"White / Caucasian, Other, Uncertain"
25.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Jersey City,Hudson,New Jersey,Male,Black / African American
35.0,Canyon,Coconino,Arizona,Male,White / Caucasian
35.0,Baltimore,Baltimore,Maryland,Female,Black / African American
30.0,Ashland,Brunswick,North Carolina,Male,Black / African American
65.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
24.0,Sharon,Norfolk,Massachusetts,Male,Asian
30.0,Baltimore,Baltimore,Maryland,Female,Black / African American
30.0,Old Saybrook,Middlesex,Connecticut,Male,"White / Caucasian, Hispanic / Latino"
30.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
25.0,Smyrna,Cobb,Georgia,Male,"White / Caucasian, Hispanic / Latino, Uncertain"
30.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
1.0,Palmdale,Los Angeles,California,Female,White / Caucasian
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
40.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
30.0,York,York,New York,Female,Black / African American
0.0,Jersey City,Hudson,New Jersey,Female,Uncertain
40.0,Sausalito,Marin,California,Male,Asian
1.0,Los Angeles,Los Angeles,California,Male,Uncertain
0.0,Atlanta,Fulton,Georgia,Male,White / Caucasian
25.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Baltimore,Baltimore,Maryland,Male,Black / African American
23.0,Newport Beach,Orange,California,Male,White / Caucasian
20.0,Brooklyn,Brookings,New York,Male,Black / African American
40.0,East Cleveland,Cuyahoga,Ohio,Male,Black / African American
35.0,York,Bronx,New York,Female,"White / Caucasian, Hispanic / Latino"
16.0,San Diego,San Diego,California,Female,Hispanic / Latino
50.0,Chicago,McCook,Illinois,Female,Black / African American
16.0,San Diego,San Diego,California,Male,Hispanic / Latino
30.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
50.0,Baltimore,Baltimore,Maryland,Male,Black / African American
50.0,Santa Rosa,Sonoma,California,Male,White / Caucasian
21.0,Zion,Broward,Florida,Male,Black / African American
60.0,Bessemer,Jefferson,Alabama,Female,White / Caucasian
30.0,Chicago,McCook,Illinois,Male,Black / African American
30.0,San Diego,San Diego,California,Male,Uncertain
18.0,Portland,Multnomah,Oregon,Male,Hispanic / Latino
45.0,Rolla,San Diego,California,Male,White / Caucasian
60.0,Chicago,McCook,Illinois,Male,White / Caucasian
0.0,Clinton,Hinds,Mississippi,Male,Black / African American
45.0,Chicago,McCook,Illinois,Male,White / Caucasian
25.0,Glendale,Arapahoe,Colorado,Male,"White / Caucasian, Hispanic / Latino"
30.0,Eastchester,Delaware,Pennsylvania,Female,Black / African American
25.0,Newark,Essex,New Jersey,Male,Black / African American
30.0,York,York,New York,Male,White / Caucasian
49.0,Dallas,Dallas,Texas,Male,White / Caucasian
18.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
30.0,York,York,New York,Male,"White / Caucasian, Hispanic / Latino, Other, Uncertain"
18.0,Miami,Miami-Dade,Florida,Male,Black / African American
30.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,York,York,New York,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Baltimore,Baltimore,Maryland,Male,Black / African American
50.0,Portland,Multnomah,Oregon,Male,White / Caucasian
30.0,Baltimore,Baltimore,Maryland,Female,Black / African American
18.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
25.0,Queens,Queens,New York,Female,Uncertain
35.0,Riverside,Riverside,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Brooklyn,Brookings,New York,Female,Hispanic / Latino
36.0,Ocala,Marion,Florida,Male,White / Caucasian
30.0,Whittier,Los Angeles,California,Male,White / Caucasian
50.0,Winter Haven,Imperial,California,Male,White / Caucasian
45.0,York,York,New York,Male,White / Caucasian
35.0,Brooklyn,Brookings,New York,Male,White / Caucasian
18.0,York,York,New York,Female,Black / African American
45.0,Staten Island,Richmond,New York,Male,Uncertain
25.0,Detroit,Wayne,Michigan,Female,Black / African American
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
40.0,York,York,New York,Male,Uncertain
40.0,Reading,Chambers,Pennsylvania,Male,Black / African American
18.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Baton Rouge,East Baton Rouge,Louisiana,Female,Uncertain
40.0,San Diego,San Diego,California,Male,Black / African American
40.0,Key West,Monroe,Florida,Male,White / Caucasian
25.0,Gary,Volusia,Florida,Male,"White / Caucasian, Hispanic / Latino"
30.0,Miami,Miami-Dade,Florida,Female,White / Caucasian
65.0,Los Angeles,Los Angeles,California,Female,White / Caucasian
50.0,Hollywood,Los Angeles,California,Male,Hispanic / Latino
20.0,York,York,New York,Male,Uncertain
25.0,York,York,New York,Male,Asian
18.0,Dallas,Dallas,Texas,Female,Uncertain
18.0,Birmingham,Jefferson,Alabama,Male,Black / African American
18.0,Albuquerque,Bernalillo,New Mexico,Male,White / Caucasian
25.0,Washington,District of Columbia,District of Columbia,Male,Black / African American
50.0,Miami,Miami-Dade,Florida,Male,Black / African American
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
24.0,Los Angeles,Los Angeles,California,Male,"Hispanic / Latino, Asian"
42.0,Lima,Los Angeles,California,Male,Hispanic / Latino
16.0,Tampa,Hillsborough,Florida,Male,Uncertain
30.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
35.0,Albuquerque,Bernalillo,New Mexico,Female,White / Caucasian
30.0,Chicago,McCook,Illinois,Male,Black / African American
45.0,Belmont,Los Angeles,California,Male,Hispanic / Latino
40.0,Houston,Harris,Texas,Male,Black / African American
22.0,Dalton,Imperial,California,Male,Uncertain
20.0,Hot Springs,Garland,Arkansas,Female,Other
35.0,Dalton,Imperial,California,Male,Uncertain
60.0,Miami Beach,Miami-Dade,Florida,Male,White / Caucasian
63.0,Los Angeles,Los Angeles,California,Male,"Black / African American, Hispanic / Latino, Asian, American Indian / Alaska Native, Hawaiian / Pacific Islander, Uncertain"
25.0,San Diego,San Diego,California,Male,White / Caucasian
20.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
44.0,Los Angeles,Los Angeles,California,Male,Black / African American
25.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Brooklyn,Brookings,New York,Male,Black / African American
22.0,Claremore,Northampton,Virginia,Male,Hispanic / Latino
22.0,Dalton,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Little Rock,Pulaski,Arkansas,Male,Black / African American
25.0,Queens,Queens,New York,Male,Hispanic / Latino
20.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
28.0,Cleveland,Hampshire,West Virginia,Male,"Hispanic / Latino, Uncertain"
45.0,Brooklyn,Brookings,New York,Female,White / Caucasian
18.0,Miami,Miami-Dade,Florida,Male,Black / African American
35.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
35.0,Phoenix,Maricopa,Arizona,Male,White / Caucasian
30.0,Memphis,Shelby,Tennessee,Female,Black / African American
0.0,Darlington,Tarrant,Texas,Female,White / Caucasian
15.0,Calexico,Imperial,California,Female,"White / Caucasian, Hispanic / Latino"
12.0,Long Beach,Ocean,New Jersey,Male,White / Caucasian
20.0,Costa Mesa,Maricopa,Arizona,Male,White / Caucasian
18.0,Atlantic City,Atlantic,New Jersey,Male,Uncertain
30.0,Queens,Queens,New York,Female,"White / Caucasian, Hispanic / Latino"
25.0,Brooklyn,Brookings,New York,Male,White / Caucasian
20.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
45.0,Jackson,Franklin,Ohio,Female,Black / African American
45.0,Oklahoma City,Oklahoma,Oklahoma,Male,White / Caucasian
30.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
30.0,Detroit,Wayne,Michigan,Male,Uncertain
0.0,Richmond,Richmond,Virginia,Female,Uncertain
39.0,Fort Worth,Tarrant,Texas,Male,White / Caucasian
35.0,Arkansas City,Jackson,Missouri,Male,Hispanic / Latino
30.0,Dalton,Imperial,California,Male,White / Caucasian
