Age,City,County,State,Sex,Race / Ethnicity
20.0,Santa Clarita,Kenedy,Texas,Male,Hispanic / Latino
42.0,Abingdon,Washington,Virginia,Male,"White / Caucasian, Hispanic / Latino"
40.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
45.0,Detroit,Wayne,Michigan,Male,Black / African American
30.0,Philadelphia,Philadelphia,Pennsylvania,Male,"White / Caucasian, Hispanic / Latino, Other"
27.0,Gila Bend,Maricopa,Arizona,Male,Other
45.0,Sierra Vista,San Diego,California,Male,Hispanic / Latino
16.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
50.0,Malibu,Los Angeles,California,Female,"White / Caucasian, Hispanic / Latino"
26.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
18.0,Gloucester,Camden,New Jersey,Male,Uncertain
30.0,San Antonio,Bexar,Texas,Male,Black / African American
40.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
18.0,Tucson,Yakima,Arizona,Male,Other
30.0,Dallas,Dallas,Texas,Male,Uncertain
25.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
18.0,Derry,Alachua,Florida,Male,White / Caucasian
18.0,Gloucester,Camden,New Jersey,Male,Uncertain
20.0,Zion,Pinal,Arizona,Male,Uncertain
50.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
18.0,Mansfield,Pinal,Arizona,Male,"Hispanic / Latino, Asian"
60.0,New Brunswick,Middlesex,New Jersey,Male,"White / Caucasian, Hispanic / Latino"
18.0,Wisconsin Dells,Yakima,Arizona,Female,Uncertain
30.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Black / African American, Uncertain"
60.0,Chicago,McCook,Illinois,Male,Uncertain
26.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
45.0,Baton Rouge,East Baton Rouge,Louisiana,Male,Black / African American
50.0,York,York,New York,Male,Black / African American
21.0,Detroit,Wayne,Michigan,Male,White / Caucasian
43.0,Houston,Harris,Texas,Female,White / Caucasian
25.0,Arkansas City,Wyandotte,Arkansas,Male,"White / Caucasian, Hispanic / Latino"
45.0,Richmond,Queens,New York,Male,Other
20.0,Chula Vista,San Diego,California,Male,"Asian, American Indian / Alaska Native"
19.0,Ashland,Sweet Grass,Nebraska,Male,White / Caucasian
18.0,Bronx,Bronx,New York,Male,Hispanic / Latino
20.0,Wisconsin Dells,Yakima,Arizona,Male,Other
25.0,Bronx,Bronx,New York,Male,"White / Caucasian, Hispanic / Latino"
30.0,Levittown,Bucks,Pennsylvania,Male,Hispanic / Latino
55.0,Brooklyn,Brookings,New York,Male,"White / Caucasian, Hispanic / Latino"
25.0,Litchfield,Johnston,North Carolina,Male,White / Caucasian
18.0,Camden,Camden,New Jersey,Male,Black / African American
20.0,Harpers Ferry,Jefferson,West Virginia,Male,Uncertain
18.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
20.0,Mansfield,Pinal,Arizona,Male,Hispanic / Latino
18.0,Greenwich,Gloucester,New Jersey,Male,Uncertain
55.0,Norwalk,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
18.0,Middletown,Monmouth,New Jersey,Male,Uncertain
35.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
23.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
18.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
40.0,Brooklyn,Brookings,New York,Male,"White / Caucasian, Hispanic / Latino"
60.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
29.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino, Asian"
20.0,Tacoma,Pierce,Washington,Male,White / Caucasian
50.0,York,York,New York,Male,Uncertain
50.0,Harlingen,Sebastian,Arkansas,Male,White / Caucasian
40.0,Nashville,Davidson,Tennessee,Male,"White / Caucasian, Other"
30.0,Fort Worth,Tarrant,Texas,Male,White / Caucasian
18.0,Zion,Yakima,Arizona,Female,Hispanic / Latino
25.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
1.0,Dallas,Dallas,Texas,Male,Uncertain
20.0,Indio,Maverick,Texas,Female,"White / Caucasian, Hispanic / Latino"
30.0,Wauwatosa,Milwaukee,Wisconsin,Female,Uncertain
20.0,Wisconsin Dells,Yakima,Arizona,Male,Other
60.0,Chicago,McCook,Illinois,Male,White / Caucasian
25.0,Wisconsin Dells,Yakima,Arizona,Female,Other
70.0,Brooklyn,Brookings,New York,Male,"White / Caucasian, Hispanic / Latino"
20.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
30.0,Winter Haven,Imperial,California,Male,Asian
44.0,Augusta,Richmond,Georgia,Male,White / Caucasian
50.0,Aurora,Adams,Colorado,Male,"White / Caucasian, Hispanic / Latino"
24.0,Houston,Harris,Texas,Male,"Hispanic / Latino, Uncertain"
55.0,York,York,New York,Female,Black / African American
25.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
40.0,Lincoln,Lincoln,Oregon,Male,Uncertain
18.0,Tucson,Yakima,Arizona,Male,Other
35.0,Knoxville,Knox,Tennessee,Female,White / Caucasian
55.0,York,York,New York,Male,Uncertain
18.0,Wisconsin Dells,Pinal,Arizona,Male,Uncertain
18.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
25.0,Gila Bend,Maricopa,Arizona,Male,Uncertain
45.0,Houston,Harris,Texas,Male,White / Caucasian
25.0,San Rafael,Yakima,Arizona,Male,Other
35.0,York,York,New York,Male,"White / Caucasian, Hispanic / Latino"
28.0,Tombstone,Cochise,Arizona,Male,Hispanic / Latino
66.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
20.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
50.0,Baytown,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,San Leandro,Alameda,California,Male,White / Caucasian
18.0,Queens,Yakima,Arizona,Male,Uncertain
21.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
55.0,Sherman,Los Angeles,California,Male,Hispanic / Latino
50.0,Detroit,Wayne,Michigan,Male,Black / African American
60.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
4.0,Danville,Madison,Texas,Female,Uncertain
18.0,Baltimore,Baltimore,Maryland,Male,Black / African American
18.0,Madison,Jefferson,Indiana,Male,Uncertain
28.0,Fontana,Yakima,Arizona,Male,Hispanic / Latino
23.0,Covington,Newton,Georgia,Female,"White / Caucasian, Black / African American"
25.0,Tucson,Yakima,Arizona,Male,Other
50.0,Houston,Harris,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,Seattle,Rockingham,Washington,Male,White / Caucasian
35.0,Bronx,Bronx,New York,Male,Hispanic / Latino
33.0,Jacksonville,Duval,Florida,Female,Black / African American
0.0,Wheaton,Page,Illinois,Female,Hispanic / Latino
35.0,Erie,Jefferson,Louisiana,Male,"White / Caucasian, Hispanic / Latino"
30.0,Dallas,Dallas,Texas,Male,"White / Caucasian, Hispanic / Latino, Uncertain"
40.0,Fort Lauderdale,Broward,Florida,Male,White / Caucasian
30.0,Lakewood,Ocean,New Jersey,Male,"White / Caucasian, Hispanic / Latino"
40.0,Dallas,Dallas,Texas,Male,Black / African American
35.0,Salem,Norfolk,Oregon,Male,Hispanic / Latino
60.0,Boston,Suffolk,Massachusetts,Male,"White / Caucasian, Hispanic / Latino"
18.0,Newark,Essex,New Jersey,Male,Hispanic / Latino
26.0,Everett,Middlesex,Massachusetts,Female,Uncertain
50.0,Modesto,Stanislaus,California,Male,Hispanic / Latino
55.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
21.0,Chicago,McCook,Illinois,Male,Uncertain
50.0,Queens,Queens,New York,Male,Hispanic / Latino
27.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
40.0,Dallas,Dallas,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,Honolulu,Honolulu,Hawaii,Male,White / Caucasian
18.0,Wisconsin Dells,Yakima,Arizona,Unsure,Uncertain
60.0,Haverhill,Essex,Massachusetts,Male,White / Caucasian
20.0,Lexington,Lafayette,Kentucky,Male,White / Caucasian
25.0,Winter Haven,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
26.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
19.0,Brooklyn,Brookings,New York,Male,Black / African American
50.0,Honolulu,Honolulu,Hawaii,Female,Asian
18.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
18.0,Calexico,Imperial,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Houston,Harris,Texas,Male,White / Caucasian
40.0,Chicago,McCook,Illinois,Male,Black / African American
17.0,Queens,Yakima,Arizona,Male,Hispanic / Latino
61.0,Chicago,McCook,Illinois,Male,White / Caucasian
55.0,Everett,Middlesex,Massachusetts,Male,White / Caucasian
14.0,New Orleans,Barnstable,Massachusetts,Male,Uncertain
30.0,Durham,Durham,North Carolina,Male,White / Caucasian
45.0,Savannah,Chatham,Georgia,Female,Black / African American
27.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
30.0,Santa Clarita,Kenedy,Texas,Male,Hispanic / Latino
25.0,Plainfield,Union,New Jersey,Male,Hispanic / Latino
50.0,Miami,Miami-Dade,Florida,Female,Black / African American
18.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
18.0,Fort Myers,Greenlee,Florida,Male,Asian
55.0,Detroit,Wayne,Michigan,Female,Black / African American
20.0,Birmingham,Jefferson,Alabama,Male,Uncertain
20.0,Wisconsin Dells,Yakima,Arizona,Female,Other
18.0,Tucson,Yakima,Arizona,Male,Uncertain
18.0,Arkansas City,Wyandotte,Arkansas,Male,"White / Caucasian, Hispanic / Latino"
45.0,Yonkers,Westchester,New York,Male,White / Caucasian
50.0,San Diego,San Diego,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Washington,District of Columbia,District of Columbia,Male,Uncertain
47.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
20.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Custer,Custer,New York,Male,Uncertain
18.0,Newark,Essex,New Jersey,Male,Hispanic / Latino
50.0,Elmhurst,Queens,New York,Female,Asian
55.0,Lowell,Middlesex,Massachusetts,Male,White / Caucasian
45.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
50.0,Amarillo,Potter,Texas,Male,Black / African American
33.0,Richmond,Richmond,Virginia,Male,Black / African American
55.0,Brooklyn,Brookings,New York,Male,Black / African American
16.0,Tucson,Yakima,Arizona,Unsure,Uncertain
20.0,Berlin,Hidalgo,Texas,Male,White / Caucasian
27.0,Pasadena,Los Angeles,California,Male,Uncertain
25.0,Brooklyn,Brookings,New York,Male,Hispanic / Latino
40.0,Atlanta,Fulton,Georgia,Male,Black / African American
30.0,Bryan,Brazoria,Texas,Male,"White / Caucasian, Hispanic / Latino"
40.0,San Jose,Santa Clara,California,Male,White / Caucasian
18.0,Myrtle Beach,Horry,South Carolina,Male,Black / African American
50.0,Brooklyn,Brookings,New York,Female,White / Caucasian
60.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
30.0,Charlotte,Mecklenburg,North Carolina,Male,White / Caucasian
40.0,Gainesville,Alachua,Florida,Male,White / Caucasian
50.0,Detroit,Wayne,Michigan,Male,Black / African American
65.0,Garland,Dallas,Texas,Male,Uncertain
27.0,Gila Bend,Maricopa,Arizona,Male,Uncertain
18.0,Brooklyn,Brookings,New York,Male,Black / African American
30.0,Akron,Summit,Ohio,Male,White / Caucasian
28.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
20.0,Dallas,Dallas,Texas,Male,Black / African American
25.0,Miami,Miami-Dade,Florida,Male,"White / Caucasian, Hispanic / Latino"
30.0,Dallas,Dallas,Texas,Male,White / Caucasian
45.0,Oklahoma City,Oklahoma,Oklahoma,Male,Black / African American
18.0,Ephrata,Fulton,New York,Female,Black / African American
25.0,Willimantic,Dallas,Puerto Rico,Male,"White / Caucasian, Hispanic / Latino"
35.0,Mount Holly,Prowers,Colorado,Male,White / Caucasian
30.0,Queens,Queens,New York,Male,Hispanic / Latino
1.0,Concord,Cabarrus,North Carolina,Male,Uncertain
30.0,Bakersfield,Walker,California,Male,Uncertain
18.0,Austin,Travis,Texas,Male,Asian
50.0,Hollywood,Los Angeles,California,Male,Asian
30.0,Chelsea,Suffolk,Massachusetts,Male,"White / Caucasian, Hispanic / Latino"
20.0,San Diego,San Diego,California,Male,Hispanic / Latino
16.0,Dallas,Dallas,Texas,Male,Uncertain
45.0,Atlantic City,Atlantic,New Jersey,Male,Asian
22.0,Jacksonville,Duval,Florida,Male,Uncertain
27.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
27.0,Alhambra,Orange,California,Male,White / Caucasian
50.0,Baltimore,Baltimore,Maryland,Male,White / Caucasian
60.0,York,York,New York,Female,White / Caucasian
24.0,El Centro,Madison,Illinois,Male,Uncertain
20.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
20.0,Riverside,Riverside,California,Male,White / Caucasian
40.0,Los Angeles,Los Angeles,California,Female,"White / Caucasian, Hispanic / Latino"
50.0,Douglas,Cochise,Arizona,Male,Uncertain
50.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
16.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
28.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
18.0,Saranac Lake,Yakima,Arizona,Male,Uncertain
50.0,Essex,Baltimore,Maryland,Male,White / Caucasian
18.0,Pass Christian,Kodiak Island,Virginia,Male,Uncertain
40.0,Belle Glade,Palm Beach,Florida,Male,Uncertain
27.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
50.0,Laurel,Prince George's,Maryland,Male,White / Caucasian
40.0,Manhattan,York,New York,Female,Black / African American
50.0,Dallas,Dallas,Texas,Male,White / Caucasian
40.0,Miami,Miami-Dade,Florida,Male,Uncertain
20.0,Calexico,Imperial,California,Male,"Hispanic / Latino, Uncertain"
18.0,Rumford,Gwinnett,Georgia,Male,"White / Caucasian, Hispanic / Latino"
40.0,Chicago,McCook,Illinois,Male,White / Caucasian
35.0,Houston,Harris,Texas,Male,Black / African American
20.0,Detroit,Wayne,Michigan,Male,Black / African American
35.0,Miami,Pottawattamie,Oklahoma,Female,Hispanic / Latino
30.0,Dallas,Dallas,Texas,Female,White / Caucasian
45.0,Houston,Harris,Texas,Male,White / Caucasian
18.0,Danville,Atlantic,New Jersey,Male,Uncertain
40.0,Los Angeles,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
50.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
40.0,Detroit,Wayne,Michigan,Male,White / Caucasian
45.0,San Antonio,Bexar,Texas,Male,White / Caucasian
50.0,Bloomington,San Bernardino,California,Male,Hispanic / Latino
50.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
50.0,Bronx,Bronx,New York,Male,Hispanic / Latino
40.0,San Antonio,Bexar,Texas,Male,Uncertain
30.0,Monroe,Montgomery,Texas,Male,Uncertain
60.0,Seattle,Rockingham,Washington,Female,White / Caucasian
40.0,Fort Kent,Rockingham,Washington,Female,Asian
30.0,Portland,Cumberland,Maine,Female,Asian
50.0,Raleigh,Bear Lake,North Carolina,Male,White / Caucasian
35.0,Batesville,Coryell,Texas,Unsure,White / Caucasian
45.0,Culver City,Los Angeles,California,Female,White / Caucasian
30.0,Fort Lauderdale,Broward,Florida,Male,Uncertain
18.0,Killeen,Jenkins,Georgia,Male,"White / Caucasian, Hispanic / Latino"
20.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
30.0,Vallejo,Solano,California,Male,Hispanic / Latino
25.0,Fitchburg,Worcester,Massachusetts,Female,White / Caucasian
40.0,Philadelphia,Philadelphia,Pennsylvania,Male,Black / African American
60.0,Boston,Suffolk,Massachusetts,Male,White / Caucasian
18.0,Astoria,Clatsop,Oregon,Male,Uncertain
40.0,Kearney,Hudson,New Jersey,Male,"White / Caucasian, Hispanic / Latino"
19.0,Susanville,Lassen,California,Male,White / Caucasian
30.0,Corpus Christi,Nueces,Texas,Male,Hispanic / Latino
30.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
35.0,Chicago,McCook,Illinois,Male,Black / African American
42.0,Riverside,Riverside,California,Male,White / Caucasian
40.0,Albert Lea,Freeborn,Minnesota,Male,"Hispanic / Latino, Uncertain"
62.0,Dallas,Dallas,Texas,Male,White / Caucasian
76.0,Boston,Suffolk,Massachusetts,Female,Black / African American
71.0,Boston,Suffolk,Massachusetts,Female,Black / African American
45.0,Saugus,St. Johns,Florida,Male,Black / African American
40.0,Virginia Beach,Peach,Virginia,Male,White / Caucasian
50.0,Redlands,San Bernardino,California,Male,White / Caucasian
40.0,Detroit,Wayne,Michigan,Male,Black / African American
42.0,Carson City,Carson,Nevada,Female,White / Caucasian
0.0,Atlanta,Clayton,Georgia,Female,Uncertain
70.0,Holyoke,Hampden,Massachusetts,Female,White / Caucasian
25.0,San Diego,San Diego,California,Male,Hispanic / Latino
45.0,Chicago,McCook,Illinois,Male,"White / Caucasian, Hispanic / Latino"
40.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Tarrytown,Dallas,Puerto Rico,Male,"White / Caucasian, Hispanic / Latino"
20.0,Miami,Miami-Dade,Florida,Male,Uncertain
35.0,Philadelphia,Philadelphia,Pennsylvania,Male,"White / Caucasian, Hispanic / Latino"
20.0,Chicago,McCook,Illinois,Male,Black / African American
35.0,Muskegon,Muskegon,Michigan,Male,Uncertain
65.0,Los Angeles,Los Angeles,California,Female,White / Caucasian
45.0,San Antonio,Bexar,Texas,Male,White / Caucasian
25.0,Gila Bend,Maricopa,Arizona,Unsure,Uncertain
40.0,San Antonio,Bexar,Texas,Male,"White / Caucasian, Hispanic / Latino"
0.0,Orange,Lafayette,Texas,Unsure,Uncertain
40.0,Detroit,Wayne,Michigan,Male,White / Caucasian
45.0,Atlanta,Fulton,Georgia,Male,Uncertain
0.0,Indianapolis,Marion,Indiana,Female,White / Caucasian
23.0,San Bernardino,Liberty,Texas,Male,White / Caucasian
27.0,Newburyport,Essex,Massachusetts,Male,Uncertain
50.0,Houston,Harris,Texas,Male,Black / African American
29.0,Jacksonville,Duval,Florida,Male,White / Caucasian
35.0,Kingsville,Kleberg,Texas,Male,Hispanic / Latino
18.0,Douglas,Douglas,Georgia,Male,"White / Caucasian, Hispanic / Latino"
52.0,Los Angeles,Los Angeles,California,Male,Black / African American
18.0,Ocean City,Worcester,Maryland,Female,Uncertain
0.0,West Allis,Milwaukee,Wisconsin,Male,Uncertain
18.0,Wisconsin Dells,Yakima,Arizona,Male,Uncertain
20.0,Mission,Hidalgo,Texas,Male,"White / Caucasian, Hispanic / Latino"
20.0,Petaluma,Montezuma,Arizona,Male,"White / Caucasian, Hispanic / Latino"
45.0,Miami,Miami-Dade,Florida,Male,White / Caucasian
32.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
35.0,Gila Bend,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
26.0,Lexington,Lafayette,Kentucky,Male,White / Caucasian
45.0,Memphis,Shelby,Tennessee,Male,White / Caucasian
18.0,Rutherford,Bergen,New Jersey,Male,Uncertain
20.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
60.0,Baltimore,Baltimore,Maryland,Male,Black / African American
30.0,College Park,Fulton,Georgia,Female,Uncertain
35.0,Santa Clarita,Kenedy,Texas,Male,"Hispanic / Latino, American Indian / Alaska Native"
40.0,Dallas,Dallas,Texas,Male,White / Caucasian
30.0,Manhattan,York,New York,Male,Hispanic / Latino
50.0,York,York,New York,Male,"Black / African American, Hispanic / Latino"
30.0,Brownsville,Cameron,Texas,Female,"White / Caucasian, Hispanic / Latino"
65.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
35.0,Chicago,McCook,Illinois,Male,White / Caucasian
16.0,Lakeland,Maricopa,Arizona,Male,White / Caucasian
20.0,York,York,New York,Female,White / Caucasian
25.0,Wisconsin Dells,Yakima,Arizona,Male,Other
50.0,Brooklyn,York,New York,Male,White / Caucasian
0.0,Plainfield,Kendall,Illinois,Unsure,Uncertain
18.0,Union City,Alameda,California,Male,Uncertain
35.0,Philadelphia,Philadelphia,Pennsylvania,Male,White / Caucasian
55.0,Long Beach,Los Angeles,California,Male,White / Caucasian
18.0,Atlanta,Cobb,Georgia,Male,Uncertain
20.0,Kingman,Mohave,Arizona,Male,White / Caucasian
55.0,Los Angeles,Los Angeles,California,Female,Black / African American
30.0,Miami,Miami-Dade,Florida,Female,Black / African American
20.0,Gary,Clarke,Indiana,Male,Hispanic / Latino
20.0,Philadelphia,Philadelphia,Pennsylvania,Male,"Black / African American, Hispanic / Latino"
50.0,Tupelo,Elko,Nevada,Male,White / Caucasian
20.0,Greensboro,Guilford,North Carolina,Female,Black / African American
60.0,Baltimore,Baltimore,Maryland,Male,Black / African American
18.0,Kodiak,Yakima,Arizona,Male,Hispanic / Latino
50.0,Fort Worth,Tarrant,Texas,Male,"White / Caucasian, Hispanic / Latino"
16.0,Mansfield,Pinal,Arizona,Male,Hispanic / Latino
13.0,New Glarus,Monroe,New York,Unsure,Uncertain
40.0,Oregon,Lucas,Ohio,Male,Uncertain
18.0,Detroit,Wayne,Michigan,Male,White / Caucasian
40.0,Anaheim,Orange,California,Male,Asian
20.0,Austin,Travis,Texas,Male,White / Caucasian
18.0,Wisconsin Dells,Yakima,Arizona,Female,Uncertain
49.0,Jackson,Hinds,Mississippi,Male,"Black / African American, Asian"
18.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
18.0,Wilmington,New Castle,Delaware,Unsure,Uncertain
50.0,Buena Park,Orange,California,Male,White / Caucasian
40.0,Brooklyn,Brookings,New York,Male,White / Caucasian
28.0,Dallas,Dallas,Texas,Male,"White / Caucasian, Hispanic / Latino"
40.0,Boston,Suffolk,Massachusetts,Male,Hispanic / Latino
15.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
30.0,Dallas,Dallas,Texas,Male,Uncertain
65.0,Honolulu,Honolulu,Hawaii,Male,Uncertain
35.0,Baltimore,Baltimore,Maryland,Male,Other
45.0,Cleveland,Cuyahoga,Ohio,Male,White / Caucasian
18.0,Pasadena,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
25.0,Chicago,McCook,Illinois,Male,Black / African American
30.0,Hagerstown,Washington,Maryland,Male,Uncertain
25.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
15.0,Largo,Prince George's,Maryland,Female,Black / African American
40.0,Chicago,McCook,Illinois,Male,Black / African American
18.0,Wisconsin Dells,Yakima,Arizona,Female,Uncertain
20.0,Queens,Queens,New York,Male,Hispanic / Latino
50.0,Queens,Queens,New York,Male,White / Caucasian
14.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
18.0,Benton,Warren,Missouri,Female,Uncertain
40.0,Little Rock,Pulaski,Arkansas,Male,Black / African American
19.0,Tupelo,Pinal,Arizona,Male,Hispanic / Latino
40.0,Costa Mesa,Maricopa,Arizona,Male,Hispanic / Latino
18.0,Birmingham,Jefferson,Alabama,Female,Uncertain
18.0,Wisconsin Dells,Yakima,Arizona,Male,Hispanic / Latino
64.0,Hudson,Middlesex,Massachusetts,Male,White / Caucasian
18.0,Cleveland,Volusia,Florida,Male,"Black / African American, Hispanic / Latino, Uncertain"
45.0,Summersville,Dorchester,South Carolina,Male,White / Caucasian
50.0,Greensboro,Guilford,North Carolina,Male,Black / African American
25.0,Amarillo,Ventura,California,Female,Uncertain
40.0,Huntington,Los Angeles,California,Male,"White / Caucasian, Hispanic / Latino"
46.0,Naples,Collier,Florida,Male,"White / Caucasian, Hispanic / Latino"
30.0,Harlan,Walker,California,Male,Hispanic / Latino
18.0,Laredo,Webb,Texas,Male,"White / Caucasian, Hispanic / Latino"
21.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
40.0,Brooklyn,Brookings,New York,Male,Black / African American
28.0,Los Angeles,Los Angeles,California,Male,White / Caucasian
40.0,Detroit,Wayne,Michigan,Male,Black / African American
55.0,Honolulu,Honolulu,Hawaii,Male,Asian
25.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
40.0,Houston,Harris,Texas,Male,Black / African American
60.0,Fort Worth,Tarrant,Texas,Male,"Hispanic / Latino, American Indian / Alaska Native"
40.0,Brooklyn,Brookings,New York,Male,Black / African American
25.0,Los Angeles,Los Angeles,California,Male,Hispanic / Latino
50.0,Los Angeles,Los Angeles,California,Male,Black / African American
14.0,Los Angeles,Los Angeles,California,Male,"Hispanic / Latino, American Indian / Alaska Native"
30.0,San Juan Capistrano,Orange,California,Female,Uncertain
27.0,Ormond Beach,Volusia,Florida,Male,White / Caucasian
40.0,Temple,Prince George's,Maryland,Male,Black / African American
31.0,Philadelphia,Philadelphia,Pennsylvania,Female,Black / African American
40.0,Newark,Essex,New Jersey,Male,"White / Caucasian, Hispanic / Latino"
55.0,Arkansas City,Jackson,Missouri,Female,White / Caucasian
40.0,Charlestown,Jefferson,West Virginia,Male,"Hispanic / Latino, American Indian / Alaska Native"
30.0,Atlanta,Fulton,Georgia,Male,Black / African American
30.0,West New York,New York,Pennsylvania,Male,Black / African American
35.0,Chicago,McCook,Illinois,Unsure,Black / African American
55.0,Glendale,Smith,Texas,Male,White / Caucasian
18.0,Gila Bend,Maricopa,Arizona,Male,Hispanic / Latino
20.0,Mission,Hidalgo,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,Detroit,Wayne,Michigan,Female,Black / African American
40.0,Daytona Beach,Volusia,Florida,Male,White / Caucasian
8.0,Dixon,Pulaski,Missouri,Unsure,Uncertain
0.0,Las Vegas,Clark,Nevada,Female,White / Caucasian
60.0,Houston,Harris,Texas,Male,Black / African American
30.0,Jackson,Ben Hill,Illinois,Male,"White / Caucasian, Hispanic / Latino"
50.0,Torrance,Los Angeles,California,Male,Black / African American
65.0,Worcester,Suffolk,Massachusetts,Female,White / Caucasian
21.0,Saranac Lake,Yakima,Arizona,Male,Other
40.0,Las Vegas,Clark,Nevada,Male,White / Caucasian
40.0,San Diego,San Diego,California,Male,Hispanic / Latino
40.0,Springville,San Diego,California,Male,"White / Caucasian, Hispanic / Latino"
29.0,Brownsville,Cameron,Texas,Female,"White / Caucasian, Hispanic / Latino"
60.0,Opelousas,St. Landry,Louisiana,Male,Black / African American
18.0,Laredo,Webb,Texas,Male,"White / Caucasian, Hispanic / Latino"
30.0,Santa Clarita,Kenedy,Texas,Male,Hispanic / Latino
35.0,Memphis,Shelby,Tennessee,Male,Black / African American
35.0,Arkansas City,Clay,Missouri,Male,White / Caucasian
18.0,Laredo,Webb,Texas,Male,Uncertain
35.0,Honolulu,Honolulu,Hawaii,Male,Asian
50.0,Pittsburgh,Allegheny,Pennsylvania,Male,Black / African American
30.0,Blairsville,New York,Pennsylvania,Male,White / Caucasian
18.0,Oberlin,Worcester,Maryland,Male,Uncertain
0.0,Roseville,Placer,California,Female,Uncertain
25.0,Zion,Yakima,Arizona,Male,Hispanic / Latino
30.0,Phoenix,Maricopa,Arizona,Male,"White / Caucasian, Hispanic / Latino"
40.0,Las Vegas,Clark,Nevada,Male,American Indian / Alaska Native
60.0,San Diego,San Diego,California,Male,White / Caucasian
75.0,Bedford,Middlesex,Massachusetts,Male,White / Caucasian
35.0,York,York,New York,Male,Black / African American
15.0,Coronado,San Diego,California,Unsure,Uncertain
